   TESTNO,               DATE,     RANK,   CODE,                                             TYPE,   LOAD,SPINDLE,  RFVcw,RFVcw1H,RFVcw2H,RFVcw3H,  LFVcw,LFVcw1H,LFVcw2H,LFVcw3H,  LFDcw,  RFVcc,RFVcc1H,RFVcc2H,RFVcc3H,  LFVcc,LFVcc1H,LFVcc2H,LFVcc3H,  LFDcc,    CON,    PLY,   RROt,   RROc, RROc1H,   RROb,   LROt, LROt1H,   LROb, LROb1H, BULGEt, BULGEb,  DENTt,  DENTb, DRRAvg,RFVcwRANK,RFVcw1HRANK,LFVcwRANK,LFVcw1HRANK,LFDcwRANK,RFVccRANK,RFVcc1HRANK,LFVccRANK,LFVcc1HRANK,LFDccRANK,CONRANK,PLYRANK,RROtRANK,RROcRANK,RROc1HRANK,RRObRANK,LROtRANK,LROt1HRANK,LRObRANK,LROb1HRANK,BULGEtRANK,BULGEbRANK,DENTtRANK,DENTbRANK,DRRAvgRank,CONTEST,LROtTEST,LRObTEST,RROcTEST,
    481,2018/06/27  22:36:15,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    8.7,    7.0,    0.8,    0.5,    1.4,    0.8,    0.3,    0.3,   14.1,    7.9,    6.6,    0.7,    0.4,    1.6,    1.1,    0.6,    0.1,  -15.1,   -0.5,   14.6,   0.00,   0.23,   0.23,   0.00,   0.00,   0.00,   0.43,   0.18,   0.00,   0.23,   0.00,   0.19, 325.60,      A,      B,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    482,2018/06/27  22:36:41,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  409.5,     59,    5.7,    3.8,    1.3,    0.9,    1.5,    0.3,    0.9,    0.6,   14.4,    6.1,    3.7,    1.2,    0.6,    2.4,    1.9,    0.1,    0.9,  -14.1,    0.2,   14.2,   0.00,   0.32,   0.19,   0.00,   0.00,   0.00,   0.45,   0.21,   0.00,   0.24,   0.00,   0.21, 326.13,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    483,2018/06/27  22:37:07,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    5.1,    2.9,    2.1,    0.5,    2.6,    1.5,    1.1,    0.6,   14.9,    5.4,    2.6,    2.4,    0.5,    2.2,    1.2,    0.9,    0.3,  -15.2,   -0.1,   15.1,   0.00,   0.21,   0.10,   0.00,   0.00,   0.00,   0.27,   0.22,   0.00,   0.09,   0.00,   0.04, 325.81,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    484,2018/06/27  22:37:41,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    7.9,    5.3,    2.5,    1.3,    1.7,    1.1,    0.2,    0.4,   13.4,    7.1,    4.5,    1.8,    1.0,    2.1,    1.3,    0.6,    0.6,  -14.9,   -0.8,   14.2,   0.00,   0.40,   0.22,   0.00,   0.00,   0.00,   0.25,   0.26,   0.00,   0.07,   0.00,   0.04, 326.02,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    485,2018/06/27  22:38:09,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    5.6,    4.1,    1.8,    0.3,    1.3,    0.5,    0.3,    0.6,   13.3,    6.4,    5.0,    2.0,    0.4,    1.6,    0.5,    0.4,    0.7,  -14.4,   -0.5,   13.9,   0.00,   0.28,   0.14,   0.00,   0.00,   0.00,   0.33,   0.13,   0.00,   0.10,   0.00,   0.04, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    486,2018/06/27  22:38:37,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    3.4,    1.7,    0.6,    0.5,    2.4,    1.7,    1.4,    0.2,   15.0,    3.4,    0.9,    1.2,    0.4,    2.4,    1.9,    0.5,    0.3,  -15.3,   -0.2,   15.1,   0.00,   0.14,   0.09,   0.00,   0.00,   0.00,   0.32,   0.35,   0.00,   0.04,   0.00,   0.04, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    487,2018/06/27  22:39:18,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    3.0,    0.4,    1.0,    0.7,    2.0,    1.4,    0.5,    0.3,   14.1,    3.2,    1.2,    0.8,    0.7,    1.6,    0.9,    0.9,    0.0,  -14.2,   -0.1,   14.1,   0.00,   0.20,   0.15,   0.00,   0.00,   0.00,   0.39,   0.29,   0.00,   0.05,   0.00,   0.05, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    488,2018/06/27  22:39:44,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    5.3,    4.1,    0.7,    0.3,    2.9,    1.2,    1.6,    0.3,   14.8,    6.0,    4.9,    1.2,    0.2,    2.1,    0.9,    1.1,    0.7,  -15.9,   -0.5,   15.3,   0.00,   0.26,   0.10,   0.00,   0.00,   0.00,   0.43,   0.36,   0.00,   0.07,   0.00,   0.06, 325.92,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    489,2018/06/27  22:40:12,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    6.3,    3.5,    1.8,    1.5,    1.3,    0.4,    0.5,    0.4,   14.7,    5.3,    2.8,    1.2,    1.3,    1.8,    0.8,    0.9,    0.3,  -14.6,    0.0,   14.7,   0.00,   0.17,   0.19,   0.00,   0.00,   0.00,   0.56,   0.30,   0.00,   0.24,   0.00,   0.20, 325.50,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    490,2018/06/27  22:40:39,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    3.6,    0.6,    1.3,    0.5,    2.5,    1.3,    1.0,    0.2,   15.1,    3.5,    0.9,    1.2,    0.5,    1.2,    0.4,    0.3,    0.4,  -15.8,   -0.4,   15.5,   0.00,   0.26,   0.10,   0.00,   0.00,   0.00,   0.34,   0.02,   0.00,   0.12,   0.00,   0.14, 326.13,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    491,2018/06/27  22:41:06,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    8.4,    7.5,    0.6,    0.7,    1.5,    0.6,    0.5,    0.5,   15.5,    7.4,    6.6,    0.5,    0.6,    3.1,    1.8,    1.3,    0.4,  -16.1,   -0.3,   15.8,   0.00,   0.28,   0.29,   0.00,   0.00,   0.00,   0.56,   0.14,   0.00,   0.22,   0.00,   0.26, 325.60,      A,      B,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    492,2018/06/27  22:41:33,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.8,     59,   10.8,    8.5,    1.4,    0.6,    3.1,    0.6,    2.3,    0.3,   15.6,   10.0,    7.6,    1.7,    0.7,    2.9,    0.8,    2.3,    0.6,  -14.8,    0.4,   15.2,   0.00,   0.31,   0.22,   0.00,   0.00,   0.00,   0.41,   0.11,   0.00,   0.25,   0.00,   0.27, 325.81,      B,      B,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    493,2018/06/27  22:44:16,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     60,    5.2,    2.2,    1.6,    0.4,    2.7,    1.8,    0.5,    0.8,   14.5,    4.6,    1.5,    1.6,    0.4,    3.0,    2.1,    0.8,    0.7,  -14.1,    0.2,   14.3,   0.00,   0.31,   0.07,   0.00,   0.00,   0.00,   0.36,   0.27,   0.00,   0.06,   0.00,   0.05, 326.23,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    494,2018/06/27  22:44:43,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    5.4,    1.6,    2.1,    0.4,    2.2,    1.1,    1.0,    0.6,   15.0,    4.1,    1.3,    1.4,    0.5,    2.2,    0.6,    0.9,    0.8,  -14.8,    0.1,   14.9,   0.00,   0.22,   0.08,   0.00,   0.00,   0.00,   0.37,   0.15,   0.00,   0.23,   0.00,   0.20, 325.92,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    495,2018/06/27  22:45:16,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    4.1,    0.3,    1.2,    0.7,    2.3,    1.7,    0.7,    0.6,   13.4,    4.2,    1.0,    0.9,    1.0,    2.3,    1.7,    0.0,    0.3,  -14.4,   -0.5,   13.9,   0.00,   0.12,   0.04,   0.00,   0.00,   0.00,   0.38,   0.27,   0.00,   0.07,   0.00,   0.04, 326.13,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    496,2018/06/27  22:45:43,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    4.2,    2.5,    1.4,    0.7,    2.9,    2.3,    0.9,    0.4,   14.2,    4.5,    3.3,    1.1,    0.8,    1.6,    1.1,    0.2,    0.4,  -15.1,   -0.4,   14.6,   0.00,   0.24,   0.20,   0.00,   0.00,   0.00,   0.50,   0.16,   0.00,   0.24,   0.00,   0.24, 326.13,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    497,2018/06/27  22:46:17,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     60,    6.1,    2.5,    0.4,    1.9,    1.2,    0.8,    0.1,    0.4,   14.0,    6.4,    2.9,    0.3,    1.7,    1.7,    1.2,    0.6,    0.3,  -15.3,   -0.6,   14.6,   0.00,   0.21,   0.12,   0.00,   0.00,   0.00,   0.37,   0.28,   0.00,   0.11,   0.00,   0.10, 325.92,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    498,2018/06/27  22:46:44,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    4.3,    2.5,    0.4,    0.7,    1.7,    1.2,    0.3,    0.4,   14.8,    4.5,    3.1,    0.8,    0.6,    1.2,    0.1,    0.5,    0.3,  -14.2,    0.3,   14.5,   0.00,   0.21,   0.12,   0.00,   0.00,   0.00,   0.38,   0.41,   0.00,   0.06,   0.00,   0.05, 325.81,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    499,2018/06/27  22:47:25,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.8,     59,    2.9,    0.8,    1.0,    0.4,    1.8,    0.7,    0.7,    0.8,   13.7,    2.8,    0.6,    0.6,    0.4,    2.1,    0.8,    1.0,    0.9,  -14.6,   -0.4,   14.1,   0.00,   0.14,   0.05,   0.00,   0.00,   0.00,   0.53,   0.26,   0.00,   0.23,   0.00,   0.23, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    500,2018/06/27  22:47:52,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    4.2,    2.1,    0.6,    1.0,    1.6,    0.5,    1.1,    0.6,   14.9,    4.5,    1.9,    0.8,    1.1,    1.8,    0.3,    1.0,    0.7,  -15.6,   -0.3,   15.2,   0.00,   0.33,   0.24,   0.00,   0.00,   0.00,   0.51,   0.33,   0.00,   0.20,   0.00,   0.20, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    501,2018/06/27  22:48:20,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    5.3,    2.3,    1.5,    1.1,    2.2,    0.8,    1.3,    0.2,   14.3,    5.5,    2.7,    1.0,    1.1,    2.8,    1.4,    1.2,    0.4,  -14.3,    0.0,   14.3,   0.00,   0.14,   0.10,   0.00,   0.00,   0.00,   0.58,   0.30,   0.00,   0.24,   0.00,   0.19, 325.60,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    502,2018/06/27  22:48:47,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    5.3,    1.4,    1.5,    1.5,    2.2,    1.2,    1.1,    0.2,   14.8,    5.8,    2.1,    1.6,    1.5,    3.2,    2.4,    0.7,    0.7,  -14.9,    0.0,   14.9,   0.00,   0.40,   0.13,   0.00,   0.00,   0.00,   0.42,   0.11,   0.00,   0.24,   0.00,   0.24, 326.13,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    503,2018/06/27  22:49:14,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    5.5,    3.0,    1.9,    0.4,    2.7,    0.2,    1.4,    1.1,   15.7,    5.5,    2.7,    2.1,    0.2,    2.0,    0.9,    0.5,    0.9,  -14.8,    0.4,   15.2,   0.00,   0.28,   0.24,   0.00,   0.00,   0.00,   0.34,   0.21,   0.00,   0.05,   0.00,   0.05, 326.02,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    504,2018/06/27  22:49:41,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    5.7,    3.6,    1.7,    0.9,    2.3,    0.4,    1.0,    0.8,   15.5,    6.8,    4.7,    1.7,    0.9,    3.5,    1.4,    1.7,    1.2,  -13.9,    0.8,   14.7,   0.00,   0.25,   0.06,   0.00,   0.00,   0.00,   0.60,   0.23,   0.00,   0.27,   0.00,   0.29, 325.81,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    505,2018/06/27  22:50:25,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    9.1,    6.7,    2.5,    0.8,    3.5,    1.4,    2.2,    0.4,   15.8,    9.2,    6.4,    2.7,    1.0,    3.4,    1.1,    2.3,    0.8,  -14.7,    0.5,   15.3,   0.00,   0.28,   0.15,   0.00,   0.00,   0.00,   0.31,   0.20,   0.00,   0.06,   0.00,   0.07, 325.81,      A,      B,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    506,2018/06/27  22:50:52,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    6.0,    3.7,    2.3,    2.1,    2.2,    1.5,    0.6,    0.2,   15.6,    5.4,    2.5,    2.6,    1.9,    1.9,    0.8,    0.5,    0.7,  -13.7,    0.9,   14.7,   0.00,   0.21,   0.13,   0.00,   0.00,   0.00,   0.53,   0.20,   0.00,   0.23,   0.00,   0.24, 325.92,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    507,2018/06/27  22:51:19,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    4.3,    1.1,    1.6,    1.7,    3.3,    2.6,    0.1,    0.5,   13.5,    4.3,    1.0,    1.7,    1.6,    2.4,    1.3,    0.5,    0.5,  -14.0,   -0.3,   13.8,   0.00,   0.24,   0.16,   0.00,   0.00,   0.00,   0.52,   0.40,   0.00,   0.20,   0.00,   0.20, 325.50,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    508,2018/06/27  22:51:46,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    8.8,    4.9,    1.8,    0.9,    2.9,    1.6,    1.1,    1.2,   15.4,    8.9,    5.0,    1.6,    0.9,    2.3,    0.3,    1.2,    0.9,  -15.6,   -0.1,   15.5,   0.00,   0.12,   0.03,   0.00,   0.00,   0.00,   0.29,   0.30,   0.00,   0.04,   0.00,   0.04, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    509,2018/06/27  22:52:27,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     60,    2.9,    1.7,    0.5,    0.7,    1.9,    0.9,    0.8,    0.5,   14.2,    2.8,    2.0,    0.3,    0.7,    2.6,    1.7,    1.0,    0.1,  -15.2,   -0.5,   14.7,   0.00,   0.20,   0.12,   0.00,   0.00,   0.00,   0.53,   0.27,   0.00,   0.21,   0.00,   0.20, 326.13,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    510,2018/06/27  22:52:54,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    3.9,    2.3,    0.5,    1.4,    1.3,    0.7,    0.2,    0.6,   15.3,    3.5,    2.0,    0.7,    1.2,    1.4,    0.8,    0.4,    0.4,  -14.2,    0.5,   14.8,   0.00,   0.29,   0.15,   0.00,   0.00,   0.00,   0.38,   0.15,   0.00,   0.22,   0.00,   0.16, 326.23,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    511,2018/06/27  22:53:21,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    4.2,    2.3,    1.2,    0.6,    1.4,    0.8,    0.6,    0.3,   14.1,    3.2,    1.7,    1.0,    0.3,    2.9,    2.0,    1.5,    0.2,  -14.4,   -0.1,   14.2,   0.00,   0.20,   0.23,   0.00,   0.00,   0.00,   0.39,   0.14,   0.00,   0.19,   0.00,   0.19, 326.02,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
